current_state,previous_state,estimate,year,current_region,previous_division
FL,KY,6912,2012,South,East South Central
FL,KY,7592,2013,South,East South Central
FL,KY,6237,2014,South,East South Central
FL,KY,10036,2015,South,East South Central
FL,KY,8588,2016,South,East South Central
FL,KY,9762,2017,South,East South Central
FL,KY,11330,2018,South,East South Central
FL,KY,10545,2019,South,East South Central
GA,KY,6525,2010,South,East South Central
GA,KY,3686,2011,South,East South Central
GA,KY,6172,2012,South,East South Central
GA,KY,4532,2013,South,East South Central
GA,KY,3962,2014,South,East South Central
GA,KY,5313,2015,South,East South Central
GA,KY,4049,2016,South,East South Central
GA,KY,2226,2017,South,East South Central
GA,KY,2027,2018,South,East South Central
GA,KY,2614,2019,South,East South Central
MD,KY,396,2010,South,East South Central
MD,KY,848,2011,South,East South Central
MD,KY,715,2012,South,East South Central
MD,KY,898,2013,South,East South Central
MD,KY,804,2014,South,East South Central
MD,KY,391,2015,South,East South Central
MD,KY,701,2016,South,East South Central
MD,KY,899,2017,South,East South Central
MD,KY,745,2018,South,East South Central
MD,KY,161,2019,South,East South Central
NC,KY,4419,2010,South,East South Central
NC,KY,1637,2011,South,East South Central
NC,KY,1531,2012,South,East South Central
NC,KY,3911,2013,South,East South Central
NC,KY,2872,2014,South,East South Central
NC,KY,4702,2015,South,East South Central
NC,KY,3409,2016,South,East South Central
NC,KY,1531,2017,South,East South Central
NC,KY,3906,2018,South,East South Central
NC,KY,4793,2019,South,East South Central
SC,KY,2211,2010,South,East South Central
SC,KY,2454,2011,South,East South Central
SC,KY,1924,2012,South,East South Central
SC,KY,1384,2013,South,East South Central
SC,KY,3312,2014,South,East South Central
SC,KY,3007,2015,South,East South Central
SC,KY,1312,2016,South,East South Central
SC,KY,2444,2017,South,East South Central
SC,KY,1408,2018,South,East South Central
SC,KY,3545,2019,South,East South Central
VA,KY,2051,2010,South,East South Central
VA,KY,3630,2011,South,East South Central
VA,KY,3908,2012,South,East South Central
VA,KY,3273,2013,South,East South Central
VA,KY,3655,2014,South,East South Central
VA,KY,2802,2015,South,East South Central
VA,KY,4959,2016,South,East South Central
VA,KY,2765,2017,South,East South Central
VA,KY,2431,2018,South,East South Central
VA,KY,2619,2019,South,East South Central
WV,KY,851,2010,South,East South Central
WV,KY,515,2011,South,East South Central
WV,KY,2249,2012,South,East South Central
WV,KY,1977,2013,South,East South Central
WV,KY,1797,2014,South,East South Central
WV,KY,1871,2015,South,East South Central
WV,KY,1654,2016,South,East South Central
WV,KY,904,2017,South,East South Central
WV,KY,1061,2018,South,East South Central
WV,KY,1518,2019,South,East South Central
CT,KY,400,2010,Northeast,East South Central
CT,KY,0,2011,Northeast,East South Central
CT,KY,124,2012,Northeast,East South Central
CT,KY,70,2013,Northeast,East South Central
CT,KY,636,2014,Northeast,East South Central
CT,KY,30,2015,Northeast,East South Central
CT,KY,43,2016,Northeast,East South Central
CT,KY,227,2017,Northeast,East South Central
CT,KY,233,2018,Northeast,East South Central
CT,KY,135,2019,Northeast,East South Central
MA,KY,340,2010,Northeast,East South Central
MA,KY,180,2011,Northeast,East South Central
MA,KY,52,2012,Northeast,East South Central
MA,KY,1299,2013,Northeast,East South Central
MA,KY,253,2014,Northeast,East South Central
MA,KY,122,2015,Northeast,East South Central
MA,KY,689,2016,Northeast,East South Central
MA,KY,930,2017,Northeast,East South Central
MA,KY,399,2018,Northeast,East South Central
MA,KY,621,2019,Northeast,East South Central
ME,KY,484,2010,Northeast,East South Central
ME,KY,158,2011,Northeast,East South Central
ME,KY,482,2012,Northeast,East South Central
ME,KY,497,2013,Northeast,East South Central
ME,KY,269,2014,Northeast,East South Central
ME,KY,292,2015,Northeast,East South Central
ME,KY,429,2016,Northeast,East South Central
ME,KY,41,2017,Northeast,East South Central
ME,KY,512,2018,Northeast,East South Central
ME,KY,236,2019,Northeast,East South Central
NH,KY,0,2010,Northeast,East South Central
NH,KY,0,2011,Northeast,East South Central
NH,KY,284,2012,Northeast,East South Central
NH,KY,109,2013,Northeast,East South Central
NH,KY,309,2014,Northeast,East South Central
NH,KY,361,2015,Northeast,East South Central
NH,KY,0,2016,Northeast,East South Central
NH,KY,45,2017,Northeast,East South Central
NH,KY,270,2018,Northeast,East South Central
NH,KY,376,2019,Northeast,East South Central
RI,KY,0,2010,Northeast,East South Central
RI,KY,211,2011,Northeast,East South Central
RI,KY,286,2012,Northeast,East South Central
RI,KY,0,2013,Northeast,East South Central
RI,KY,251,2014,Northeast,East South Central
RI,KY,118,2015,Northeast,East South Central
RI,KY,41,2016,Northeast,East South Central
RI,KY,0,2017,Northeast,East South Central
RI,KY,86,2018,Northeast,East South Central
RI,KY,148,2019,Northeast,East South Central
VT,KY,176,2010,Northeast,East South Central
VT,KY,627,2011,Northeast,East South Central
VT,KY,1243,2012,Northeast,East South Central
VT,KY,185,2013,Northeast,East South Central
VT,KY,176,2014,Northeast,East South Central
VT,KY,199,2015,Northeast,East South Central
VT,KY,66,2016,Northeast,East South Central
VT,KY,0,2017,Northeast,East South Central
VT,KY,740,2018,Northeast,East South Central
VT,KY,12,2019,Northeast,East South Central
NJ,KY,91,2010,Northeast,East South Central
NJ,KY,102,2011,Northeast,East South Central
NJ,KY,631,2012,Northeast,East South Central
NJ,KY,618,2013,Northeast,East South Central
NJ,KY,503,2014,Northeast,East South Central
NJ,KY,205,2015,Northeast,East South Central
NJ,KY,138,2016,Northeast,East South Central
NJ,KY,312,2017,Northeast,East South Central
NJ,KY,112,2018,Northeast,East South Central
NJ,KY,537,2019,Northeast,East South Central
NY,KY,804,2010,Northeast,East South Central
NY,KY,2414,2011,Northeast,East South Central
NY,KY,1753,2012,Northeast,East South Central
NY,KY,820,2013,Northeast,East South Central
NY,KY,1005,2014,Northeast,East South Central
NY,KY,1115,2015,Northeast,East South Central
NY,KY,1688,2016,Northeast,East South Central
NY,KY,1216,2017,Northeast,East South Central
NY,KY,986,2018,Northeast,East South Central
NY,KY,1553,2019,Northeast,East South Central
PA,KY,1675,2010,Northeast,East South Central
PA,KY,4013,2011,Northeast,East South Central
PA,KY,1233,2012,Northeast,East South Central
PA,KY,1402,2013,Northeast,East South Central
PA,KY,1746,2014,Northeast,East South Central
PA,KY,1855,2015,Northeast,East South Central
PA,KY,1487,2016,Northeast,East South Central
PA,KY,2136,2017,Northeast,East South Central
PA,KY,921,2018,Northeast,East South Central
PA,KY,1222,2019,Northeast,East South Central
IA,KY,334,2010,Midwest,East South Central
IA,KY,387,2011,Midwest,East South Central
IA,KY,819,2012,Midwest,East South Central
IA,KY,559,2013,Midwest,East South Central
IA,KY,190,2014,Midwest,East South Central
IA,KY,194,2015,Midwest,East South Central
IA,KY,1255,2016,Midwest,East South Central
IA,KY,467,2017,Midwest,East South Central
IA,KY,393,2018,Midwest,East South Central
IA,KY,376,2019,Midwest,East South Central
KS,KY,1048,2010,Midwest,East South Central
KS,KY,1167,2011,Midwest,East South Central
KS,KY,617,2012,Midwest,East South Central
KS,KY,1210,2013,Midwest,East South Central
KS,KY,923,2014,Midwest,East South Central
KS,KY,1612,2015,Midwest,East South Central
KS,KY,525,2016,Midwest,East South Central
KS,KY,168,2017,Midwest,East South Central
KS,KY,739,2018,Midwest,East South Central
KS,KY,1297,2019,Midwest,East South Central
MN,KY,402,2010,Midwest,East South Central
MN,KY,755,2011,Midwest,East South Central
MN,KY,57,2012,Midwest,East South Central
MN,KY,166,2013,Midwest,East South Central
MN,KY,308,2014,Midwest,East South Central
MN,KY,608,2015,Midwest,East South Central
MN,KY,491,2016,Midwest,East South Central
MN,KY,360,2017,Midwest,East South Central
MN,KY,443,2018,Midwest,East South Central
MN,KY,445,2019,Midwest,East South Central
MO,KY,2552,2010,Midwest,East South Central
MO,KY,1993,2011,Midwest,East South Central
MO,KY,2291,2012,Midwest,East South Central
MO,KY,3126,2013,Midwest,East South Central
MO,KY,881,2014,Midwest,East South Central
MO,KY,1724,2015,Midwest,East South Central
MO,KY,2895,2016,Midwest,East South Central
MO,KY,1587,2017,Midwest,East South Central
MO,KY,2042,2018,Midwest,East South Central
MO,KY,2042,2019,Midwest,East South Central
ND,KY,97,2010,Midwest,East South Central
ND,KY,0,2011,Midwest,East South Central
ND,KY,22,2012,Midwest,East South Central
ND,KY,22,2013,Midwest,East South Central
ND,KY,322,2014,Midwest,East South Central
ND,KY,30,2015,Midwest,East South Central
ND,KY,86,2016,Midwest,East South Central
ND,KY,26,2017,Midwest,East South Central
ND,KY,0,2018,Midwest,East South Central
ND,KY,0,2019,Midwest,East South Central
NE,KY,153,2010,Midwest,East South Central
NE,KY,352,2011,Midwest,East South Central
NE,KY,131,2012,Midwest,East South Central
NE,KY,557,2013,Midwest,East South Central
NE,KY,329,2014,Midwest,East South Central
NE,KY,508,2015,Midwest,East South Central
NE,KY,182,2016,Midwest,East South Central
NE,KY,492,2017,Midwest,East South Central
NE,KY,607,2018,Midwest,East South Central
NE,KY,182,2019,Midwest,East South Central
SD,KY,82,2010,Midwest,East South Central
SD,KY,211,2011,Midwest,East South Central
SD,KY,0,2012,Midwest,East South Central
SD,KY,0,2013,Midwest,East South Central
SD,KY,161,2014,Midwest,East South Central
SD,KY,31,2015,Midwest,East South Central
SD,KY,52,2016,Midwest,East South Central
SD,KY,0,2017,Midwest,East South Central
SD,KY,57,2018,Midwest,East South Central
SD,KY,0,2019,Midwest,East South Central
IL,KY,2921,2010,Midwest,East South Central
IL,KY,5569,2011,Midwest,East South Central
IL,KY,2923,2012,Midwest,East South Central
IL,KY,4175,2013,Midwest,East South Central
IL,KY,2403,2014,Midwest,East South Central
IL,KY,2654,2015,Midwest,East South Central
IL,KY,3791,2016,Midwest,East South Central
IL,KY,2985,2017,Midwest,East South Central
IL,KY,3289,2018,Midwest,East South Central
IL,KY,3514,2019,Midwest,East South Central
IN,KY,10643,2010,Midwest,East South Central
IN,KY,10177,2011,Midwest,East South Central
IN,KY,11177,2012,Midwest,East South Central
IN,KY,8870,2013,Midwest,East South Central
IN,KY,9486,2014,Midwest,East South Central
IN,KY,13386,2015,Midwest,East South Central
IN,KY,9978,2016,Midwest,East South Central
IN,KY,11298,2017,Midwest,East South Central
IN,KY,9224,2018,Midwest,East South Central
IN,KY,12483,2019,Midwest,East South Central
MI,KY,2353,2010,Midwest,East South Central
MI,KY,2578,2011,Midwest,East South Central
MI,KY,3409,2012,Midwest,East South Central
MI,KY,1985,2013,Midwest,East South Central
MI,KY,3747,2014,Midwest,East South Central
MI,KY,2111,2015,Midwest,East South Central
MI,KY,2351,2016,Midwest,East South Central
MI,KY,3957,2017,Midwest,East South Central
MI,KY,2221,2018,Midwest,East South Central
MI,KY,1961,2019,Midwest,East South Central
OH,KY,9159,2010,Midwest,East South Central
OH,KY,12744,2011,Midwest,East South Central
OH,KY,13227,2012,Midwest,East South Central
OH,KY,13311,2013,Midwest,East South Central
OH,KY,18410,2014,Midwest,East South Central
OH,KY,13849,2015,Midwest,East South Central
OH,KY,10952,2016,Midwest,East South Central
OH,KY,15435,2017,Midwest,East South Central
OH,KY,16598,2018,Midwest,East South Central
OH,KY,17884,2019,Midwest,East South Central
WI,KY,287,2010,Midwest,East South Central
WI,KY,1040,2011,Midwest,East South Central
WI,KY,635,2012,Midwest,East South Central
WI,KY,1027,2013,Midwest,East South Central
WI,KY,489,2014,Midwest,East South Central
WI,KY,728,2015,Midwest,East South Central
WI,KY,992,2016,Midwest,East South Central
WI,KY,881,2017,Midwest,East South Central
WI,KY,1661,2018,Midwest,East South Central
WI,KY,1468,2019,Midwest,East South Central
AK,MS,263,2010,West,East South Central
AK,MS,554,2011,West,East South Central
AK,MS,56,2012,West,East South Central
AK,MS,140,2013,West,East South Central
AK,MS,423,2014,West,East South Central
AK,MS,0,2015,West,East South Central
AK,MS,92,2016,West,East South Central
AK,MS,172,2017,West,East South Central
AK,MS,330,2018,West,East South Central
AK,MS,86,2019,West,East South Central
CA,MS,2757,2010,West,East South Central
CA,MS,2092,2011,West,East South Central
CA,MS,2556,2012,West,East South Central
CA,MS,2450,2013,West,East South Central
CA,MS,2336,2014,West,East South Central
CA,MS,2539,2015,West,East South Central
CA,MS,3174,2016,West,East South Central
CA,MS,3299,2017,West,East South Central
CA,MS,2393,2018,West,East South Central
CA,MS,2354,2019,West,East South Central
HI,MS,234,2010,West,East South Central
HI,MS,371,2011,West,East South Central
HI,MS,44,2012,West,East South Central
HI,MS,101,2013,West,East South Central
HI,MS,370,2014,West,East South Central
HI,MS,164,2015,West,East South Central
HI,MS,48,2016,West,East South Central
HI,MS,171,2017,West,East South Central
HI,MS,219,2018,West,East South Central
HI,MS,0,2019,West,East South Central
OR,MS,735,2010,West,East South Central
OR,MS,7,2011,West,East South Central
OR,MS,186,2012,West,East South Central
OR,MS,926,2013,West,East South Central
OR,MS,0,2014,West,East South Central
OR,MS,146,2015,West,East South Central
OR,MS,235,2016,West,East South Central
OR,MS,367,2017,West,East South Central
OR,MS,1070,2018,West,East South Central
OR,MS,10,2019,West,East South Central
WA,MS,737,2010,West,East South Central
WA,MS,1110,2011,West,East South Central
WA,MS,615,2012,West,East South Central
WA,MS,539,2013,West,East South Central
WA,MS,485,2014,West,East South Central
WA,MS,916,2015,West,East South Central
WA,MS,689,2016,West,East South Central
WA,MS,245,2017,West,East South Central
WA,MS,614,2018,West,East South Central
WA,MS,136,2019,West,East South Central
AZ,MS,272,2010,West,East South Central
AZ,MS,1226,2011,West,East South Central
AZ,MS,293,2012,West,East South Central
AZ,MS,500,2013,West,East South Central
AZ,MS,950,2014,West,East South Central
AZ,MS,544,2015,West,East South Central
AZ,MS,568,2016,West,East South Central
AZ,MS,1261,2017,West,East South Central
AZ,MS,1780,2018,West,East South Central
AZ,MS,393,2019,West,East South Central
CO,MS,1277,2010,West,East South Central
CO,MS,879,2011,West,East South Central
CO,MS,835,2012,West,East South Central
CO,MS,1168,2013,West,East South Central
CO,MS,777,2014,West,East South Central
CO,MS,881,2015,West,East South Central
CO,MS,1319,2016,West,East South Central
CO,MS,1085,2017,West,East South Central
CO,MS,597,2018,West,East South Central
CO,MS,554,2019,West,East South Central
ID,MS,37,2010,West,East South Central
ID,MS,62,2011,West,East South Central
ID,MS,87,2012,West,East South Central
ID,MS,416,2013,West,East South Central
ID,MS,141,2014,West,East South Central
ID,MS,0,2015,West,East South Central
ID,MS,0,2016,West,East South Central
ID,MS,261,2017,West,East South Central
ID,MS,209,2018,West,East South Central
ID,MS,192,2019,West,East South Central
MT,MS,242,2010,West,East South Central
MT,MS,0,2011,West,East South Central
MT,MS,32,2012,West,East South Central
MT,MS,25,2013,West,East South Central
MT,MS,398,2014,West,East South Central
MT,MS,61,2015,West,East South Central
MT,MS,359,2016,West,East South Central
MT,MS,236,2017,West,East South Central
MT,MS,0,2018,West,East South Central
MT,MS,30,2019,West,East South Central
NM,MS,719,2010,West,East South Central
NM,MS,556,2011,West,East South Central
NM,MS,451,2012,West,East South Central
NM,MS,184,2013,West,East South Central
NM,MS,667,2014,West,East South Central
